57781,642,37,15860,3,81
58231,647,23,52894,6,69
58321,648,11,3887,2,43
58411,649,2,14659,2,85
58771,653,11,5184,2,67
59221,658,2,53471,2,99
59581,662,31,12769,3,77
59671,663,29,35053,5,61
61291,681,3,43310,3,15
61381,682,7,14399,2,202
61471,683,3,35280,3,23
61561,684,7,24334,2,41
62731,697,11,1257,5,21
63361,704,37,40245,3,6
63541,706,2,8011,2,26
64081,712,11,18878,4,230
64171,713,7,38996,11,30
64621,718,11,12769,4,41
65071,723,3,49895,3,168
65521,728,17,28625,2,16
65701,730,19,64159,2,72
65881,732,11,50120,3,46
67141,746,2,55876,2,33
67231,747,3,22509,3,130
68311,759,23,64582,2,116
68491,761,11,9340,2,201
69031,767,3,20331,2,54
69481,772,7,64993,2,40
69661,774,13,12227,3,302
69931,777,3,12579,2,157
70111,779,13,9232,6,18
70201,780,19,45939,2,6
70381,782,29,35521,2,61
71011,789,29,56959,5,189
71191,791,3,1390,2,131
71821,798,2,32853,4,18
72271,803,3,40939,4,11
72901,810,2,27141,2,153
74071,823,19,71318,2,361
74161,824,7,13964,3,208
75511,839,3,69626,5,66
75781,842,11,65379,2,223
76231,847,11,53266,2,16
77491,861,3,12667,2,59
77761,864,11,41099,3,85
78031,867,7,6915,2,64
78121,868,11,27786,2,133
79201,880,13,27684,4,73
79561,884,7,27132,2,77
80191,891,11,20878,4,13
80911,899,3,43963,2,32
81001,900,11,17815,3,12
81181,902,23,63858,2,132
82171,913,2,13243,2,170
82261,914,29,22058,3,262
82351,915,3,65890,6,25
82531,917,3,7173,4,266
82891,921,2,44019,4,48
82981,922,2,82316,2,126
83071,923,23,61922,2,6
83341,926,13,79612,3,58
83431,927,17,68276,4,17
83791,931,3,76087,2,105
84871,943,3,51502,2,27
84961,944,11,57327,2,21
85411,949,2,76921,3,93
86131,957,2,63748,3,95
86491,961,2,44585,3,136
87211,969,13,51537,2,526
87931,977,41,40773,2,71
88471,983,11,27080,3,39
88651,985,3,6939,3,65
88741,986,2,289,3,210
89371,993,2,38002,2,5
89821,998,2,81408,2,116
90001,1000,13,13570,2,255
90271,1003,3,45663,6,117
92251,1025,2,69885,3,58
92431,1027,41,1357,5,24
92791,1031,23,63548,3,41
93241,1036,13,52942,2,43
94321,1048,7,56287,3,7
94951,1055,59,36657,2,21
95311,1059,3,9334,5,22
95401,1060,7,67139,5,79
96211,1069,2,71863,8,40
97021,1078,2,28608,2,71
97381,1082,2,84891,2,27
97651,1085,2,91977,3,70
98011,1089,43,13723,3,115
99181,1102,7,31929,2,847
99901,1110,2,77293,2,62
99991,1111,11,48645,2,44
100621,1118,23,10643,2,14
100981,1122,7,45195,5,18
101161,1124,13,12739,4,12
101611,1129,2,62904,2,22
101701,1130,2,93026,6,17
103141,1146,29,78821,2,134
103591,1151,3,56179,3,48
103951,1155,29,53410,2,119
104491,1161,3,70638,2,169
105031,1167,3,36652,2,143
106291,1181,2,94213,2,150
107101,1190,13,734,7,186
107641,1196,11,102471,4,68
108631,1207,23,59560,2,16
109171,1213,2,25628,2,40
109441,1216,17,83381,4,85
109621,1218,11,8951,2,53
109891,1221,2,84180,6,43
110161,1224,29,63950,2,111
110431,1227,3,35966,3,86
110881,1232,83,93660,2,990
111871,1243,7,18777,7,83
112951,1255,3,4905,2,73
113041,1256,7,1283,4,33
113131,1257,3,82635,2,26
113761,1264,11,20020,3,94
114661,1274,2,92328,2,231
115471,1283,11,14764,4,170
115561,1284,7,33311,4,45
115741,1286,7,92902,5,37
116101,1290,13,93818,3,70
116191,1291,3,74771,6,23
116371,1293,31,36587,3,53
116461,1294,2,30267,4,28
116731,1297,3,22777,2,24
117541,1306,23,106881,2,72
117721,1308,23,25666,2,19
117991,1311,3,6554,3,28
118081,1312,13,13467,2,53
118171,1313,7,14028,4,53
118621,1318,29,73135,4,87
118801,1320,17,67579,3,8
118891,1321,13,104607,2,7
119611,1329,2,7020,2,46
119881,1332,7,94925,5,28
119971,1333,3,36554,3,49
120331,1337,2,111123,3,264
120511,1339,3,71956,2,17
120691,1341,3,58073,4,95
121321,1348,13,98882,3,26
121501,1350,2,3057,2,83
121591,1351,3,56805,3,145
122041,1356,7,121781,3,96
122401,1360,7,114057,2,265
122761,1364,13,42891,6,123
123661,1374,2,82632,2,63
123931,1377,3,16403,2,49
124291,1381,2,112235,2,162
124471,1383,7,56601,3,75
125101,1390,2,64495,4,25
125551,1395,3,28722,5,219
125641,1396,11,26628,3,11
125731,1397,11,102743,2,50
125821,1398,43,37348,3,70
126001,1400,23,121157,2,267
126271,1403,3,50133,6,151
126541,1406,2,108314,5,159
126631,1407,13,389,3,91
127081,1412,7,46794,2,148
128431,1427,7,37301,5,254
128971,1433,2,64520,2,23
129061,1434,17,87341,5,85
130051,1445,3,41771,2,262
130411,1449,2,110559,2,412
130681,1452,7,125184,2,12
131311,1459,3,130357,6,15
131581,1462,13,100181,2,160
131941,1466,2,96686,6,25
132661,1474,23,50537,4,116
132751,1475,3,44017,3,104
133201,1480,11,18176,8,74
133831,1487,3,13017,2,65
134191,1491,3,89492,5,12
135181,1502,2,24884,2,21
135271,1503,11,111237,5,11
135721,1508,7,91888,3,143
136351,1515,3,82391,2,5
136531,1517,2,4141,4,56
136621,1518,2,98390,2,111
136711,1519,11,52191,5,419
137341,1526,43,26343,2,203
137791,1531,3,56322,2,86
138511,1539,7,94921,2,62
139591,1551,3,66392,3,24
139681,1552,7,69135,8,29
139861,1554,11,33413,3,399
140221,1558,17,76693,2,20
140401,1560,11,74191,2,24
140761,1564,7,27519,2,15
141121,1568,11,91520,3,50
141301,1570,2,91297,5,43
141481,1572,11,18397,9,238
141931,1577,2,21706,2,40
142381,1582,2,116213,3,92
143281,1592,13,95642,7,167
144271,1603,37,105057,2,25
144541,1606,2,130733,4,136
145441,1616,11,44029,5,48
145531,1617,7,36530,2,20
146521,1628,23,881,2,598
148411,1649,2,125537,6,81
148861,1654,23,30668,2,78
149491,1661,2,89317,2,180
150211,1669,2,29563,5,270
150301,1670,2,128592,2,62
151381,1682,7,33814,4,73
151561,1684,13,151118,4,510
151651,1685,17,51354,5,84
152461,1694,17,124734,2,341
152641,1696,13,146400,12,97
153001,1700,11,88898,2,13
154081,1712,19,90137,3,286
154351,1715,41,138274,4,362
154981,1722,2,113527,2,19
155161,1724,53,132152,4,61
155251,1725,2,73662,3,282
155521,1728,47,58963,3,17
156061,1734,2,44163,2,145
156151,1735,3,56649,5,65
156421,1738,7,152285,2,80
156511,1739,3,152447,2,42
156601,1740,41,50372,2,31
157051,1745,2,51041,4,54
157141,1746,2,64563,2,80
157231,1747,3,152146,2,237
157321,1748,7,154733,2,167
157411,1749,2,29257,6,29
157771,1753,2,38657,3,10
157951,1755,3,30317,3,111
158581,1762,7,88744,6,114
158761,1764,23,127134,3,90
158941,1766,2,91223,6,19
159571,1773,2,143996,5,73
159931,1777,3,31014,3,43
160651,1785,2,101122,6,229
161281,1792,23,128430,2,310
161461,1794,7,6837,2,85
161911,1799,3,63009,2,5
162091,1801,2,84653,4,26
162451,1805,11,12002,2,67
162901,1810,13,80984,4,39
163171,1813,2,102512,2,54
163351,1815,11,39267,3,453
163981,1822,7,78326,2,44
164071,1823,3,53456,3,99
164251,1825,3,71528,2,148
164701,1830,17,25921,3,149
164881,1832,7,106495,3,336
165331,1837,11,108475,6,43
165511,1839,3,65981,3,250
165601,1840,31,81265,3,28
165961,1844,19,142484,3,9
166861,1854,2,29030,2,320
167221,1858,2,80343,2,48
167311,1859,11,25306,10,21
168211,1869,19,121246,2,79
168481,1872,7,70429,4,9
169111,1879,3,157035,2,199
169831,1887,7,84984,5,47
170101,1890,2,157741,5,257
171091,1901,2,102080,5,262
171271,1903,3,9790,2,270
171541,1906,13,29578,3,26
172171,1913,2,49042,2,209
172351,1915,3,82740,5,41
172441,1916,17,123076,5,23
172801,1920,7,100787,3,49
172981,1922,11,74015,2,15
173431,1927,13,133887,3,13
174061,1934,2,73497,5,61
174241,1936,59,148584,2,190
175141,1946,2,2130,3,49
175411,1949,2,161890,4,13
176041,1956,17,126383,5,78
176221,1958,2,36882,2,26
176401,1960,23,76178,3,779
177211,1969,11,97685,3,23
177481,1972,11,19747,3,26
178021,1978,2,129876,2,211
178561,1984,7,98759,7,43
178831,1987,7,135896,8,65
179281,1992,23,79539,5,21
179461,1994,2,53433,6,22
180001,2000,7,76566,4,27
180181,2002,23,81880,4,258
180361,2004,29,43503,3,118
181081,2012,11,83184,3,104
181711,2019,3,179734,2,167
181981,2022,2,8711,2,117
182431,2027,3,169524,11,101
182701,2030,37,2270,3,52
183151,2035,3,85155,5,44
183691,2041,2,54235,3,116
183871,2043,7,94067,2,156
184231,2047,19,37229,3,108
184321,2048,13,149119,3,111
185401,2060,11,115508,3,6
185491,2061,2,121065,2,15
186211,2069,2,87835,2,54
186841,2076,17,177036,4,111
187111,2079,7,162869,3,33
187471,2083,3,117634,6,96
187651,2085,2,69417,2,15
188011,2089,3,8061,3,219
188911,2099,3,156697,3,109
189361,2104,11,9260,7,10
189901,2110,2,124503,4,362
190261,2114,2,65573,3,141
190891,2121,7,41962,4,176
191071,2123,11,64824,3,38
191161,2124,31,53172,3,202
191341,2126,2,47911,7,95
191791,2131,19,69539,5,6
192601,2140,7,12033,4,61
192961,2144,11,49470,3,86
193051,2145,2,17462,2,7
193951,2155,3,32860,3,171
194581,2162,2,183052,2,39
194671,2163,3,45311,3,166
195121,2168,17,146733,3,98
195751,2175,3,22864,2,23
195931,2177,3,137000,2,312
196111,2179,3,30073,2,20
196291,2181,3,26724,4,50
196561,2184,11,187172,3,23
196831,2187,3,10553,5,409
197101,2190,2,163107,4,8
197551,2195,7,65982,4,394
198811,2209,3,62342,4,27
200341,2226,37,96713,3,39
200971,2233,2,134724,2,21
201961,2244,13,2048,3,528
202591,2251,3,145113,2,14
203761,2264,11,73261,2,28
204301,2270,7,175322,2,109
204931,2277,2,14788,2,46
205201,2280,29,33908,2,247
205651,2285,29,5524,4,8
206191,2291,31,85805,5,169
206461,2294,2,152888,2,102
206821,2298,2,7584,2,255
206911,2299,3,179119,4,13
207541,2306,2,169201,2,122
208441,2316,11,204125,2,34
209071,2323,3,78251,4,161
209431,2327,23,83802,4,83
209701,2330,2,54418,3,68
210421,2338,11,4719,2,125
210961,2344,29,153116,4,35
211051,2345,3,11386,2,71
211231,2347,3,121475,2,22
211501,2350,2,94540,5,152
211681,2352,13,95102,4,17
212131,2357,2,103022,5,163
212671,2363,3,202825,2,190
212851,2365,3,111665,2,38
214021,2378,2,169902,3,385
214381,2382,2,173072,4,148
214741,2386,41,100330,6,84
214831,2387,19,9744,3,105
215461,2394,59,30310,2,70
216451,2405,11,174902,3,76
216901,2410,2,106751,2,50
216991,2411,11,43700,3,67
217081,2412,11,50876,2,68
217351,2415,7,176124,2,30
217981,2422,2,156367,4,8
218521,2428,17,139036,5,160
218611,2429,7,181116,4,33
220411,2449,7,160167,7,151
220681,2452,7,79006,5,34
220771,2453,11,138039,2,204
221311,2459,3,160377,3,21
221401,2460,7,7078,2,337
221671,2463,13,96711,2,6
221941,2466,7,30839,2,17
222841,2476,13,56999,2,241
222931,2477,2,187939,7,39
223291,2481,2,153051,5,64
223831,2487,11,190571,3,136
223921,2488,43,106707,3,40
224011,2489,2,71254,2,42
224101,2490,7,207855,2,83
226531,2517,7,212532,2,151
227611,2529,2,182576,3,23
228061,2534,2,53066,5,71
228601,2540,11,225582,4,151
228961,2544,7,69521,3,11
229321,2548,23,95602,3,80
229591,2551,13,28608,4,235
229681,2552,37,167504,3,204
229771,2553,23,34357,2,18
230311,2559,23,32000,3,20
230761,2564,13,179493,2,60
230941,2566,2,127091,5,55
231031,2567,3,111322,4,1201
231481,2572,7,59264,6,113
231571,2573,3,11725,2,96
231841,2576,19,23525,8,17
232381,2582,2,147701,4,18
232741,2586,2,141813,6,21
233641,2596,17,66943,2,136
233911,2599,13,213022,2,122
234181,2602,2,38592,13,249
234271,2603,11,31492,6,48
234361,2604,11,73507,4,8
234811,2609,2,1884,3,7
235171,2613,2,19118,5,44
235441,2616,11,28997,2,369
236701,2630,2,41717,2,24
237691,2641,2,210437,5,110
238141,2646,11,139471,2,90
238591,2651,3,91948,2,322
239671,2663,29,99710,2,139
240571,2673,11,121510,2,5
241651,2685,11,116753,2,7
241921,2688,17,7884,7,79
242101,2690,7,177828,4,120
242371,2693,2,118067,2,44
242551,2695,11,53635,3,197
242731,2697,2,11819,3,30
242911,2699,3,88861,2,163
244351,2715,3,9619,2,48
244711,2719,61,108371,7,126
245881,2732,17,42421,2,111
246151,2735,3,231604,2,96
246241,2736,11,245725,2,35
246511,2739,19,70720,2,68
247141,2746,7,120089,2,155
247591,2751,11,216196,5,66
247771,2753,3,123163,5,162
248041,2756,7,15035,3,242
248401,2760,7,102038,4,31
248851,2765,2,89786,2,7
249211,2769,3,121533,2,206
251191,2791,3,247044,3,9
252001,2800,11,140066,2,32
252181,2802,7,31822,7,34
252541,2806,2,25060,2,87
253081,2812,7,135455,4,69
253531,2817,2,187761,4,37
253801,2820,13,244029,8,28
254071,2823,3,196842,3,13
254161,2824,11,90440,6,50
254971,2833,2,132247,2,28
255961,2844,37,118609,2,19
256771,2853,2,244884,13,56
257311,2859,3,164128,3,133
257401,2860,29,75075,4,13
257671,2863,13,27056,2,44
259201,2880,19,233392,2,12
260461,2894,2,244569,2,195
261271,2903,29,219950,4,14
261451,2905,7,8000,2,35
262351,2915,3,222936,2,50
262621,2918,11,189857,2,241
263071,2923,3,115888,2,39
263611,2929,2,244490,2,57
263881,2932,11,140969,3,220
264331,2937,7,83071,2,53
264601,2940,11,160581,2,136
264871,2943,3,49653,2,24
264961,2944,41,46389,6,100
265141,2946,13,109680,9,31
265861,2954,13,211038,5,354
266221,2958,19,34956,3,82
266401,2960,13,154982,5,74
266491,2961,2,110227,2,5
266671,2963,13,28254,2,502
267391,2971,3,201648,2,147
267481,2972,13,259443,2,102
267661,2974,2,47809,4,31
268921,2988,19,32303,6,83
269281,2992,7,173340,2,1275
269461,2994,2,262099,4,246
269641,2996,13,100833,5,142
270001,3000,11,38857,9,84
270451,3005,2,180629,4,13
270631,3007,7,263034,6,12
271351,3015,13,736,5,343
271981,3022,2,228916,5,255
272341,3026,7,117615,2,23
272971,3033,2,202797,2,63
273061,3034,2,125056,2,12
275491,3061,13,263847,3,98
275941,3066,17,37951,2,225
277021,3078,2,17807,2,8
278911,3099,3,37775,4,39
279001,3100,13,48028,2,332
279451,3105,2,251448,3,31
279991,3111,19,269834,6,19
280711,3119,3,211862,2,206
281431,3127,13,99865,2,14
281971,3133,2,115935,5,46
282241,3136,13,11034,3,38
282691,3141,43,100803,3,18
283051,3145,23,138221,2,158
283411,3149,2,174613,5,519
283501,3150,2,21904,2,16
283771,3153,2,31800,2,37
284131,3157,11,212536,2,49
284311,3159,3,36620,5,6
285121,3168,41,168557,5,32
285301,3170,17,71550,2,111
285661,3174,11,54459,2,153
286381,3182,2,87050,2,34
286651,3185,7,282863,2,99
286831,3187,19,192429,2,13
287191,3191,3,54388,2,87
287731,3197,13,148124,2,69
288181,3202,17,112897,4,105
288361,3204,7,205094,2,11
288991,3211,3,25178,3,60
289171,3213,2,284214,4,204
290161,3224,67,125703,4,71
290611,3229,2,12829,2,5
290791,3231,7,282725,3,329
291331,3237,43,234328,3,67
291691,3241,2,245710,3,188
292231,3247,11,182218,3,49
293311,3259,17,91319,7,159
293941,3266,11,16614,2,36
294211,3269,13,99199,2,339
295291,3281,2,111689,4,113
295831,3287,3,281322,6,29
296011,3289,2,41568,2,42
296551,3295,3,208776,2,208
297811,3309,3,147523,3,33
298261,3314,11,272941,2,69
299881,3332,29,193833,4,42
300151,3335,61,234730,5,33
300331,3337,3,245864,2,117
300691,3341,43,73938,5,47
300961,3344,7,17538,3,70
301051,3345,7,56028,3,11
301141,3346,2,204659,2,85
301591,3351,17,191516,3,54
301681,3352,11,182891,3,291
302581,3362,7,179652,3,123
302851,3365,2,83952,2,24
302941,3366,37,271778,5,10
304021,3378,23,176772,2,123
304651,3385,3,82886,2,49
304831,3387,3,185579,2,174
305101,3390,7,277561,2,320
305281,3392,13,149783,9,186
305821,3398,7,226277,2,95
306541,3406,2,1999,2,34
306991,3411,11,192263,3,18
307171,3413,2,56998,2,164
307261,3414,2,135733,2,43
307711,3419,3,267508,3,678
307891,3421,23,173107,3,63
308521,3428,7,18665,2,42
309241,3436,17,98742,3,249
309781,3442,2,291569,5,125
310231,3447,3,65247,2,371
312031,3467,3,277321,5,32
312211,3469,11,208159,3,62
312841,3476,29,159908,4,174
313381,3482,2,161620,3,90
313471,3483,3,8762,6,71
313561,3484,11,195694,4,9
313741,3486,2,204248,7,77
315361,3504,11,147083,2,24
315451,3505,3,95181,3,6
315811,3509,2,93857,5,80
316531,3517,2,170409,2,115
316621,3518,2,46681,2,38
316891,3521,2,289141,2,180
317431,3527,7,129857,3,260
317971,3533,2,94177,5,61
318601,3540,23,123585,2,47
318691,3541,3,143837,5,119
319411,3549,2,137,2,38
319591,3551,3,199153,4,57
319681,3552,7,109483,2,162
320041,3556,13,59989,3,99
320401,3560,23,280114,2,55
320941,3566,19,301063,4,104
321031,3567,3,238033,4,29
321301,3570,2,153197,2,33
321661,3574,2,177258,5,457
321751,3575,3,179338,2,43
322921,3588,17,164774,3,131
323101,3590,29,94771,4,21
323371,3593,2,197483,3,37
323641,3596,13,25072,3,17
324361,3604,13,96727,2,124
324451,3605,2,223527,3,246
324901,3610,7,252494,5,23
324991,3611,3,281232,3,272
325081,3612,19,73248,5,207
325891,3621,3,154431,5,6
326251,3625,3,251120,2,295
326611,3629,2,42912,3,1486
326701,3630,13,160906,4,29
327421,3638,2,284003,2,38
327871,3643,3,279336,4,48
328051,3645,2,289720,2,197
328411,3649,3,176489,3,27
328591,3651,7,122686,7,37
329401,3660,11,328449,6,14
329671,3663,3,145948,4,63
329761,3664,7,36047,5,78
331921,3688,19,86058,4,44
332011,3689,7,324663,3,91
332191,3691,3,2504,4,22
332461,3694,2,184420,8,23
332641,3696,19,35353,5,45
333271,3703,7,124666,3,44
333451,3705,67,166383,5,123
333631,3707,7,189897,2,70
334261,3714,13,138466,3,43
334891,3721,2,246179,4,29
335161,3724,11,332000,2,16
336151,3735,29,329499,4,22
336871,3743,3,48821,4,91
336961,3744,29,153911,2,492
337411,3749,7,17859,2,137
337861,3754,2,203385,2,157
338581,3762,7,329553,4,99
338761,3764,7,96347,4,85
338851,3765,2,194068,3,30
339121,3768,11,140921,4,43
339211,3769,2,131511,2,76
339841,3776,7,220323,2,20
340381,3782,2,116378,3,347
341191,3791,13,12145,3,296
341281,3792,7,144132,2,144
341461,3794,19,17086,3,28
341641,3796,7,111171,3,114
341821,3798,31,32075,2,71
341911,3799,17,296682,3,302
342451,3805,2,318055,2,30
343081,3812,37,113042,2,1009
343531,3817,3,52854,2,70
343801,3820,7,68272,5,114
343891,3821,3,135628,5,6
344161,3824,29,106867,4,12
344251,3825,3,249217,2,36
345511,3839,3,338863,3,10
345601,3840,29,113962,2,544
346051,3845,2,9810,3,38
346501,3850,17,189259,5,17
347041,3856,11,145529,2,314
347401,3860,13,88586,3,9
347671,3863,7,75802,4,266
348031,3867,3,26604,5,19
348571,3873,3,140311,3,9
348661,3874,41,121419,5,23
349291,3881,3,21539,2,227
349381,3882,2,19031,2,56
349471,3883,11,202941,4,39
350191,3891,3,118476,2,44
350281,3892,29,336236,2,30
351361,3904,19,247639,3,31
351811,3909,2,70558,2,22
351991,3911,19,16355,3,11
353161,3924,23,25649,3,786
353341,3926,2,255584,6,28
353611,3929,2,257956,5,97
355321,3948,23,351315,4,40
355591,3951,13,50436,2,62
355951,3955,7,149623,2,5
356311,3959,3,239173,3,91
357031,3967,11,272743,2,219
357571,3973,2,92356,5,195
358201,3980,11,119880,2,373
358291,3981,3,114831,2,26
358471,3983,3,252961,3,14
359101,3990,2,242857,2,342
359911,3999,3,131664,3,40
360091,4001,3,34182,2,97
360181,4002,7,171471,5,167
360271,4003,3,284635,4,9
360541,4006,17,91523,5,65
361351,4015,3,31023,2,26
361441,4016,13,324611,2,124
361531,4017,3,132212,2,98
363061,4034,2,171227,4,20
363151,4035,3,279160,2,28
363691,4041,11,133095,5,19
363871,4043,3,213659,3,167
364321,4048,7,143783,3,47
365851,4065,2,358497,4,22
366031,4067,3,345315,2,49
366211,4069,2,157882,5,50
367201,4080,11,255004,2,6
367651,4085,3,48301,4,42
367831,4087,3,219491,5,28
370081,4112,11,315773,2,515
370261,4114,13,7401,2,782
370801,4120,17,213181,3,27
371071,4123,23,213589,3,10
371341,4126,7,134113,4,60
371971,4133,2,59777,5,160
372061,4134,11,193200,2,288
372241,4136,19,336302,2,299
372511,4139,19,286079,2,204
373501,4150,2,96958,4,133
373861,4154,2,243411,2,132
373951,4155,3,297738,4,59
374761,4164,47,352482,6,309
375121,4168,7,230118,6,158
375481,4172,11,348848,5,155
376021,4178,11,215027,5,116
376471,4183,3,175735,2,88
377011,4189,3,340092,3,124
377911,4199,3,198229,5,6
378361,4204,23,91468,4,18
378901,4210,2,237810,5,50
379081,4212,7,310121,5,526
379531,4217,2,14054,3,95
380251,4225,7,48078,6,176
380881,4232,53,59422,4,32
383041,4256,11,8929,2,18
383221,4258,2,176863,2,23
384481,4272,7,306112,6,86
384751,4275,3,193515,4,85
384841,4276,11,153154,5,70
385471,4283,37,157553,2,62
386371,4293,2,254301,4,26
386641,4296,7,92666,2,31
388621,4318,2,53553,2,12
388891,4321,2,99073,6,42
389791,4331,19,129304,3,127
389971,4333,2,62685,6,73
390421,4338,2,267466,3,127
390961,4344,11,327664,2,100
391231,4347,7,349018,5,252
392131,4357,2,54952,2,62
392221,4358,2,48872,7,71
392761,4364,11,64255,2,45
392851,4365,7,151966,12,50
393031,4367,7,105666,5,33
393121,4368,23,48003,5,184
393301,4370,2,212967,2,15
393931,4377,2,112389,5,222
394201,4380,7,234869,4,59
394291,4381,3,51701,2,85
395191,4391,53,246788,4,124
396181,4402,13,113968,2,390
396541,4406,2,98869,2,27
397351,4415,13,305318,3,64
397981,4422,17,216852,4,98
398341,4426,31,47051,2,121
399241,4436,7,202361,5,27
399601,4440,13,4625,2,18
399691,4441,13,325615,3,133
399781,4442,2,9041,2,89
399871,4443,19,195814,5,10
400051,4445,7,34104,2,168
401311,4459,11,258359,3,45
402751,4475,3,124960,4,46
403831,4487,3,311343,3,42
404011,4489,2,21232,4,32
404191,4491,3,356659,2,137
405991,4511,3,185519,2,150
406531,4517,2,257593,3,18
406981,4522,41,403118,3,85
407521,4528,41,385358,2,295
407791,4531,3,398001,2,148
408691,4541,2,38680,4,74
409861,4554,19,176297,4,754
409951,4555,11,402409,2,22
410491,4561,2,30894,2,192
410671,4563,3,333711,3,6
411211,4569,2,212459,5,64
411751,4575,3,274576,3,75
411841,4576,7,177875,3,26
412201,4580,7,124088,4,66
412651,4585,2,109883,2,107
412831,4587,3,208108,2,203
413461,4594,2,406069,2,348
413551,4595,13,274444,7,15
413911,4599,3,386535,2,29
414361,4604,7,185726,2,162
415171,4613,7,257604,2,53
415801,4620,31,262452,2,34
416881,4632,19,205024,2,6
417331,4637,3,207534,2,208
417691,4641,31,15314,4,37
